filename,width,height,class,xmin,ymin,xmax,ymax
163.jpg,320,240,0,78,97,245,175
163.jpg,320,240,1,152,143,171,167
351.jpg,320,240,0,40,102,274,214
351.jpg,320,240,1,137,171,163,198
92.jpg,320,240,0,40,105,279,216
92.jpg,320,240,1,136,172,163,202
280.jpg,320,240,0,118,89,280,184
280.jpg,320,240,1,183,138,201,157
2662.jpg,320,240,0,0,80,264,180
2662.jpg,320,240,1,100,136,132,171
16.jpg,320,240,0,61,97,260,191
16.jpg,320,240,1,144,153,166,176
2186.jpg,320,240,0,10,102,294,199
2186.jpg,320,240,1,131,158,163,190
1897.jpg,320,240,0,59,102,178,186
1897.jpg,320,240,1,125,151,147,173
1200.jpg,320,240,0,40,102,279,215
1200.jpg,320,240,1,146,173,175,201
565.jpg,320,240,0,47,101,277,207
565.jpg,320,240,1,147,166,172,192
2178.jpg,320,240,0,3,103,295,202
2178.jpg,320,240,1,128,162,161,198
552.jpg,320,240,0,40,97,265,205
552.jpg,320,240,1,138,164,163,190
1420.jpg,320,240,0,70,101,279,206
1420.jpg,320,240,1,164,165,189,191
551.jpg,320,240,0,40,96,266,205
551.jpg,320,240,1,139,164,164,190
2704.jpg,320,240,0,45,102,312,193
2704.jpg,320,240,1,161,152,192,185
622.jpg,320,240,0,100,99,280,220
622.jpg,320,240,1,174,161,195,187
875.jpg,320,240,0,40,98,279,235
875.jpg,320,240,1,149,183,181,216
958.jpg,320,240,0,40,99,277,220
958.jpg,320,240,1,126,175,154,204
1423.jpg,320,240,0,73,101,279,206
1423.jpg,320,240,1,166,164,192,191
1294.jpg,320,240,0,47,94,279,212
1294.jpg,320,240,1,160,170,187,200
1841.jpg,320,240,0,53,104,181,196
1841.jpg,320,240,1,124,159,149,182
1510.jpg,320,240,0,74,100,256,183
1510.jpg,320,240,1,154,149,175,172
1591.jpg,320,240,0,50,103,192,200
1591.jpg,320,240,1,122,161,147,185
2212.jpg,320,240,0,32,102,294,192
2212.jpg,320,240,1,145,151,175,184
2415.jpg,320,240,0,29,101,272,184
2415.jpg,320,240,1,133,146,161,177
2581.jpg,320,240,0,19,101,277,192
2581.jpg,320,240,1,131,150,159,182
1750.jpg,320,240,0,40,104,164,192
1750.jpg,320,240,1,108,156,133,180
760.jpg,320,240,0,71,104,271,194
760.jpg,320,240,1,158,158,180,184
2355.jpg,320,240,0,75,101,319,194
2355.jpg,320,240,1,199,149,229,185
313.jpg,320,240,0,101,103,271,179
313.jpg,320,240,1,175,148,195,168
1889.jpg,320,240,0,58,103,178,186
1889.jpg,320,240,1,124,150,147,173
648.jpg,320,240,0,62,88,265,232
648.jpg,320,240,1,129,153,150,180
2328.jpg,320,240,0,22,102,283,193
2328.jpg,320,240,1,135,151,166,185
385.jpg,320,240,0,40,103,274,214
385.jpg,320,240,1,137,171,163,198
179.jpg,320,240,0,39,94,216,200
179.jpg,320,240,1,118,152,138,174
119.jpg,320,240,0,63,101,254,188
119.jpg,320,240,1,144,153,166,175
750.jpg,320,240,0,71,113,280,214
750.jpg,320,240,1,168,175,192,201
1094.jpg,320,240,0,78,96,280,220
1094.jpg,320,240,1,199,167,224,196
288.jpg,320,240,0,109,91,274,188
288.jpg,320,240,1,175,140,193,160
2658.jpg,320,240,0,0,75,260,177
2658.jpg,320,240,1,90,133,124,168
463.jpg,320,240,0,40,87,276,214
463.jpg,320,240,1,141,169,168,197
484.jpg,320,240,0,40,93,259,210
484.jpg,320,240,1,131,169,158,196
563.jpg,320,240,0,42,100,273,205
563.jpg,320,240,1,144,164,170,191
100.jpg,320,240,0,41,95,268,202
100.jpg,320,240,1,136,159,160,186
2042.jpg,320,240,0,32,103,319,213
2042.jpg,320,240,1,169,165,206,204
2528.jpg,320,240,0,41,61,296,150
2528.jpg,320,240,1,151,106,180,139
644.jpg,320,240,0,73,92,273,233
644.jpg,320,240,1,139,156,160,183
2306.jpg,320,240,0,0,100,246,193
2306.jpg,320,240,1,91,150,120,182
1672.jpg,320,240,0,40,104,166,192
1672.jpg,320,240,1,105,158,129,180
9.jpg,320,240,0,62,96,263,190
9.jpg,320,240,1,147,151,169,175
387.jpg,320,240,0,40,103,274,214
387.jpg,320,240,1,137,171,163,198
1954.jpg,320,240,0,86,102,210,195
1954.jpg,320,240,1,161,158,186,181
102.jpg,320,240,0,41,95,266,200
102.jpg,320,240,1,135,158,159,186
1818.jpg,320,240,0,45,104,180,203
1818.jpg,320,240,1,123,163,149,188
1080.jpg,320,240,0,68,92,279,226
1080.jpg,320,240,1,195,168,220,199
1615.jpg,320,240,0,40,104,176,209
1615.jpg,320,240,1,118,169,145,194
1616.jpg,320,240,0,40,104,176,209
1616.jpg,320,240,1,118,169,145,194
1063.jpg,320,240,0,49,92,279,222
1063.jpg,320,240,1,170,173,199,203
2271.jpg,320,240,0,0,99,233,197
2271.jpg,320,240,1,71,148,99,181
1214.jpg,320,240,0,40,102,279,216
1214.jpg,320,240,1,142,172,169,201
1568.jpg,320,240,0,46,102,176,197
1568.jpg,320,240,1,127,159,152,184
1308.jpg,320,240,0,46,101,276,216
1308.jpg,320,240,1,162,169,187,197
1298.jpg,320,240,0,47,95,279,212
1298.jpg,320,240,1,161,170,187,200
1771.jpg,320,240,0,52,104,180,198
1771.jpg,320,240,1,124,160,149,183
2362.jpg,320,240,0,79,102,319,195
2362.jpg,320,240,1,203,150,232,185
1128.jpg,320,240,0,81,96,232,170
1128.jpg,320,240,1,147,139,164,158
733.jpg,320,240,0,40,88,280,196
733.jpg,320,240,1,142,153,168,182
1506.jpg,320,240,0,61,98,251,188
1506.jpg,320,240,1,142,152,163,175
2176.jpg,320,240,0,1,103,296,206
2176.jpg,320,240,1,125,163,161,198
450.jpg,320,240,0,41,85,279,218
450.jpg,320,240,1,141,169,168,198
1435.jpg,320,240,0,72,100,279,208
1435.jpg,320,240,1,161,164,185,191
1172.jpg,320,240,0,61,101,268,196
1172.jpg,320,240,1,149,158,173,182
1691.jpg,320,240,0,86,102,221,190
1691.jpg,320,240,1,156,153,180,176
967.jpg,320,240,0,40,100,276,220
967.jpg,320,240,1,124,175,152,204
660.jpg,320,240,0,59,96,279,226
660.jpg,320,240,1,140,164,163,192
749.jpg,320,240,0,70,112,280,214
749.jpg,320,240,1,167,175,191,200
1208.jpg,320,240,0,40,102,279,215
1208.jpg,320,240,1,145,172,172,202
1601.jpg,320,240,0,46,102,176,197
1601.jpg,320,240,1,127,159,152,184
2538.jpg,320,240,0,29,46,294,140
2538.jpg,320,240,1,146,96,175,127
891.jpg,320,240,0,49,98,279,225
891.jpg,320,240,1,182,173,209,202
821.jpg,320,240,0,40,90,278,209
821.jpg,320,240,1,131,164,160,194
2477.jpg,320,240,0,44,99,275,180
2477.jpg,320,240,1,143,143,171,172
937.jpg,320,240,0,42,102,279,220
937.jpg,320,240,1,138,174,166,203
2494.jpg,320,240,0,43,101,277,179
2494.jpg,320,240,1,144,144,171,171
67.jpg,320,240,0,40,105,278,214
67.jpg,320,240,1,141,170,167,198
480.jpg,320,240,0,40,94,255,210
480.jpg,320,240,1,125,168,151,196
982.jpg,320,240,0,40,102,269,222
982.jpg,320,240,1,118,174,145,203
980.jpg,320,240,0,40,102,270,222
980.jpg,320,240,1,119,174,146,203
1813.jpg,320,240,0,45,104,182,204
1813.jpg,320,240,1,124,163,150,190
380.jpg,320,240,0,40,101,276,214
380.jpg,320,240,1,137,171,163,198
1682.jpg,320,240,0,63,104,195,191
1682.jpg,320,240,1,130,155,155,177
168.jpg,320,240,0,39,92,216,201
168.jpg,320,240,1,118,151,139,174
1579.jpg,320,240,0,45,102,176,197
1579.jpg,320,240,1,127,159,152,184
2293.jpg,320,240,0,0,100,204,194
2293.jpg,320,240,1,57,148,84,181
1044.jpg,320,240,0,45,94,279,220
1044.jpg,320,240,1,160,175,190,204
862.jpg,320,240,0,82,101,243,173
862.jpg,320,240,1,155,140,172,163
879.jpg,320,240,0,40,94,279,234
879.jpg,320,240,1,159,178,187,212
1252.jpg,320,240,0,40,100,277,214
1252.jpg,320,240,1,146,171,172,200
2517.jpg,320,240,0,34,89,278,171
2517.jpg,320,240,1,138,133,167,166
2251.jpg,320,240,0,0,101,249,194
2251.jpg,320,240,1,94,150,124,182
2474.jpg,320,240,0,43,99,275,180
2474.jpg,320,240,1,143,143,171,172
759.jpg,320,240,0,71,106,273,197
759.jpg,320,240,1,159,161,181,186
1968.jpg,320,240,0,72,102,205,196
1968.jpg,320,240,1,146,159,170,182
1902.jpg,320,240,0,60,102,178,186
1902.jpg,320,240,1,125,150,147,173
1646.jpg,320,240,0,41,104,183,207
1646.jpg,320,240,1,124,169,151,192
1199.jpg,320,240,0,40,102,279,215
1199.jpg,320,240,1,146,173,175,201
1428.jpg,320,240,0,68,96,248,183
1428.jpg,320,240,1,145,149,165,170
1254.jpg,320,240,0,40,100,278,214
1254.jpg,320,240,1,147,171,174,200
1687.jpg,320,240,0,82,103,215,190
1687.jpg,320,240,1,150,155,176,176
2432.jpg,320,240,0,72,98,301,180
2432.jpg,320,240,1,174,143,201,172
2711.jpg,320,240,0,48,102,315,193
2711.jpg,320,240,1,163,151,194,185
789.jpg,320,240,0,60,98,255,189
789.jpg,320,240,1,142,151,164,174
1177.jpg,320,240,0,40,102,279,215
1177.jpg,320,240,1,146,173,175,201
1013.jpg,320,240,0,40,99,279,220
1013.jpg,320,240,1,136,176,165,206
1762.jpg,320,240,0,53,104,178,194
1762.jpg,320,240,1,122,158,146,180
762.jpg,320,240,0,71,102,268,189
762.jpg,320,240,1,156,154,178,176
1585.jpg,320,240,0,51,103,206,198
1585.jpg,320,240,1,123,160,147,184
2264.jpg,320,240,0,0,100,236,195
2264.jpg,320,240,1,83,149,110,182
1227.jpg,320,240,0,40,99,278,214
1227.jpg,320,240,1,143,172,170,200
2140.jpg,320,240,0,0,105,229,213
2140.jpg,320,240,1,52,166,88,205
1501.jpg,320,240,0,67,100,260,187
1501.jpg,320,240,1,152,153,174,176
2648.jpg,320,240,0,18,101,280,193
2648.jpg,320,240,1,132,151,161,184
217.jpg,320,240,0,71,99,235,178
217.jpg,320,240,1,149,138,167,166
1546.jpg,320,240,0,46,102,176,197
1546.jpg,320,240,1,127,159,152,184
587.jpg,320,240,0,76,97,280,218
587.jpg,320,240,1,162,166,187,192
885.jpg,320,240,0,40,90,279,236
885.jpg,320,240,1,166,173,196,206
800.jpg,320,240,0,66,96,265,190
800.jpg,320,240,1,150,152,172,175
1630.jpg,320,240,0,40,104,176,212
1630.jpg,320,240,1,118,170,145,197
2174.jpg,320,240,0,0,104,296,208
2174.jpg,320,240,1,122,164,158,201
331.jpg,320,240,0,76,101,246,176
331.jpg,320,240,1,150,146,169,165
535.jpg,320,240,0,40,92,257,202
535.jpg,320,240,1,139,161,163,186
195.jpg,320,240,0,59,98,219,186
195.jpg,320,240,1,136,142,154,166
1251.jpg,320,240,0,80,94,240,175
1251.jpg,320,240,1,149,138,167,162
788.jpg,320,240,0,59,98,253,188
788.jpg,320,240,1,140,150,162,173
1736.jpg,320,240,0,40,104,106,195
1736.jpg,320,240,1,59,158,81,181
1244.jpg,320,240,0,40,99,275,214
1244.jpg,320,240,1,142,171,169,199
1166.jpg,320,240,0,62,101,269,196
1166.jpg,320,240,1,151,158,174,182
2270.jpg,320,240,0,34,101,268,180
2270.jpg,320,240,1,137,146,163,172
1956.jpg,320,240,0,83,102,208,195
1956.jpg,320,240,1,157,159,182,181
1681.jpg,320,240,0,62,104,193,191
1681.jpg,320,240,1,128,155,153,176
2379.jpg,320,240,0,89,102,319,195
2379.jpg,320,240,1,211,150,240,186
1263.jpg,320,240,0,40,98,279,214
1263.jpg,320,240,1,154,171,180,199
1524.jpg,320,240,0,54,99,256,194
1524.jpg,320,240,1,140,158,164,181
809.jpg,320,240,0,40,101,272,212
809.jpg,320,240,1,136,169,162,198
2487.jpg,320,240,0,44,99,276,179
2487.jpg,320,240,1,144,143,171,171
1287.jpg,320,240,0,50,95,279,213
1287.jpg,320,240,1,164,171,190,200
17.jpg,320,240,0,59,98,258,191
17.jpg,320,240,1,142,154,164,177
538.jpg,320,240,0,40,90,259,202
538.jpg,320,240,1,138,161,163,186
2285.jpg,320,240,0,0,99,212,195
2285.jpg,320,240,1,61,148,88,181
169.jpg,320,240,0,80,96,246,174
169.jpg,320,240,1,155,144,173,167
1379.jpg,320,240,0,45,100,274,208
1379.jpg,320,240,1,148,167,174,194
690.jpg,320,240,0,40,82,225,179
690.jpg,320,240,1,113,134,134,158
578.jpg,320,240,0,67,102,280,210
578.jpg,320,240,1,160,167,186,194
939.jpg,320,240,0,40,102,279,221
939.jpg,320,240,1,135,174,162,203
2331.jpg,320,240,0,29,101,294,193
2331.jpg,320,240,1,146,151,177,185
2422.jpg,320,240,0,62,100,295,181
2422.jpg,320,240,1,169,143,196,172
507.jpg,320,240,0,47,95,272,206
507.jpg,320,240,1,157,164,182,191
1516.jpg,320,240,0,60,98,251,188
1516.jpg,320,240,1,142,153,163,176
1532.jpg,320,240,0,49,100,266,202
1532.jpg,320,240,1,141,162,165,187
1789.jpg,320,240,0,48,103,183,202
1789.jpg,320,240,1,126,163,152,188
1815.jpg,320,240,0,45,104,182,203
1815.jpg,320,240,1,124,163,149,190
807.jpg,320,240,0,84,100,248,175
807.jpg,320,240,1,157,145,176,164
1318.jpg,320,240,0,48,99,275,216
1318.jpg,320,240,1,163,169,188,196
2501.jpg,320,240,0,37,101,266,179
2501.jpg,320,240,1,136,143,163,171
2391.jpg,320,240,0,29,101,277,192
2391.jpg,320,240,1,145,149,173,181
625.jpg,320,240,0,101,99,280,222
625.jpg,320,240,1,173,162,194,188
780.jpg,320,240,0,46,102,232,192
780.jpg,320,240,1,129,154,150,176
1915.jpg,320,240,0,69,102,191,196
1915.jpg,320,240,1,144,158,170,182
1980.jpg,320,240,0,7,102,295,202
1980.jpg,320,240,1,129,164,163,197
2238.jpg,320,240,0,11,102,267,193
2238.jpg,320,240,1,114,150,143,182
1202.jpg,320,240,0,40,102,279,215
1202.jpg,320,240,1,146,173,175,202
520.jpg,320,240,0,40,99,256,212
520.jpg,320,240,1,146,162,169,188
303.jpg,320,240,0,105,102,274,184
303.jpg,320,240,1,176,148,196,168
1652.jpg,320,240,0,50,104,185,202
1652.jpg,320,240,1,126,163,152,188
1262.jpg,320,240,0,80,94,240,176
1262.jpg,320,240,1,149,138,166,162
2674.jpg,320,240,0,9,101,277,195
2674.jpg,320,240,1,121,154,153,186
1442.jpg,320,240,0,63,101,279,210
1442.jpg,320,240,1,149,164,174,190
1664.jpg,320,240,0,47,104,177,195
1664.jpg,320,240,1,117,159,142,180
53.jpg,320,240,0,47,100,263,198
53.jpg,320,240,1,139,159,162,184
1739.jpg,320,240,0,40,104,109,196
1739.jpg,320,240,1,61,158,84,181
705.jpg,320,240,0,54,96,280,205
705.jpg,320,240,1,156,163,182,192
1909.jpg,320,240,0,59,102,180,196
1909.jpg,320,240,1,134,159,158,182
248.jpg,320,240,0,91,97,261,181
248.jpg,320,240,1,163,145,183,168
2252.jpg,320,240,0,0,101,248,195
2252.jpg,320,240,1,92,149,121,182
239.jpg,320,240,0,95,98,265,179
239.jpg,320,240,1,169,146,188,167
1921.jpg,320,240,0,80,103,202,195
1921.jpg,320,240,1,157,158,181,182
2058.jpg,320,240,0,72,104,319,213
2058.jpg,320,240,1,207,165,243,204
2360.jpg,320,240,0,78,102,319,195
2360.jpg,320,240,1,202,150,232,185
1627.jpg,320,240,0,40,103,176,211
1627.jpg,320,240,1,118,170,146,197
1475.jpg,320,240,0,40,102,248,204
1475.jpg,320,240,1,119,164,144,190
2141.jpg,320,240,0,0,105,229,213
2141.jpg,320,240,1,52,166,87,205
1238.jpg,320,240,0,40,99,276,214
1238.jpg,320,240,1,142,171,169,200
2341.jpg,320,240,0,45,99,314,193
2341.jpg,320,240,1,166,150,197,185
1803.jpg,320,240,0,47,104,183,205
1803.jpg,320,240,1,125,164,152,191
2281.jpg,320,240,0,33,101,268,180
2281.jpg,320,240,1,135,146,163,172
2441.jpg,320,240,0,69,102,298,179
2441.jpg,320,240,1,170,143,197,172
2094.jpg,320,240,0,21,105,319,212
2094.jpg,320,240,1,152,166,189,204
1006.jpg,320,240,0,85,98,239,170
1006.jpg,320,240,1,152,140,170,160
1045.jpg,320,240,0,45,94,279,220
1045.jpg,320,240,1,160,175,190,204
40.jpg,320,240,0,61,91,256,182
40.jpg,320,240,1,143,144,165,168
729.jpg,320,240,0,40,82,280,188
729.jpg,320,240,1,145,147,171,175
489.jpg,320,240,0,40,94,271,212
489.jpg,320,240,1,145,169,171,197
121.jpg,320,240,0,66,100,253,186
121.jpg,320,240,1,146,150,168,179
1984.jpg,320,240,0,7,103,298,203
1984.jpg,320,240,1,131,164,166,204
1273.jpg,320,240,0,79,94,240,176
1273.jpg,320,240,1,148,140,166,163
1114.jpg,320,240,0,64,102,279,209
1114.jpg,320,240,1,170,167,196,196
2736.jpg,320,240,0,11,102,293,200
2736.jpg,320,240,1,132,161,165,190
2296.jpg,320,240,0,0,99,224,195
2296.jpg,320,240,1,65,149,93,182
467.jpg,320,240,0,40,90,270,211
467.jpg,320,240,1,137,169,163,196
2580.jpg,320,240,0,22,46,317,148
2580.jpg,320,240,1,152,101,186,137
1832.jpg,320,240,0,51,104,181,198
1832.jpg,320,240,1,124,161,149,185
159.jpg,320,240,0,74,96,242,172
159.jpg,320,240,1,148,139,167,162
2023.jpg,320,240,0,2,104,313,213
2023.jpg,320,240,1,133,166,170,204
2361.jpg,320,240,0,78,102,319,195
2361.jpg,320,240,1,202,150,232,185
43.jpg,320,240,0,59,96,257,188
43.jpg,320,240,1,142,150,164,174
737.jpg,320,240,0,40,97,280,202
737.jpg,320,240,1,143,161,169,188
1072.jpg,320,240,0,56,92,279,226
1072.jpg,320,240,1,183,170,209,202
298.jpg,320,240,0,108,102,274,180
298.jpg,320,240,1,178,146,197,166
718.jpg,320,240,0,40,79,280,187
718.jpg,320,240,1,148,146,174,174
943.jpg,320,240,0,40,103,279,220
943.jpg,320,240,1,130,174,158,204
1544.jpg,320,240,0,74,29,260,109
1544.jpg,320,240,1,156,74,173,91
2405.jpg,320,240,0,0,101,232,185
2405.jpg,320,240,1,106,145,132,175
2677.jpg,320,240,0,16,103,283,194
2677.jpg,320,240,1,130,153,161,185
1119.jpg,320,240,0,61,102,279,208
1119.jpg,320,240,1,165,167,191,195
2263.jpg,320,240,0,0,100,245,196
2263.jpg,320,240,1,83,149,112,182
2086.jpg,320,240,0,38,105,319,212
2086.jpg,320,240,1,169,166,207,204
1280.jpg,320,240,0,50,99,279,214
1280.jpg,320,240,1,168,171,191,199
646.jpg,320,240,0,69,91,271,233
646.jpg,320,240,1,136,156,156,182
1904.jpg,320,240,0,59,103,178,186
1904.jpg,320,240,1,125,150,147,173
847.jpg,320,240,0,40,96,279,236
847.jpg,320,240,1,126,186,162,221
1352.jpg,320,240,0,60,102,279,214
1352.jpg,320,240,1,176,167,200,196
2190.jpg,320,240,0,15,102,293,197
2190.jpg,320,240,1,134,154,166,188
824.jpg,320,240,0,40,86,277,208
824.jpg,320,240,1,128,162,157,193
1226.jpg,320,240,0,40,100,278,214
1226.jpg,320,240,1,142,172,169,200
654.jpg,320,240,0,55,85,266,228
654.jpg,320,240,1,127,154,148,182
1369.jpg,320,240,0,48,100,278,208
1369.jpg,320,240,1,155,167,180,194
228.jpg,320,240,0,88,98,255,176
228.jpg,320,240,1,164,144,183,168
2102.jpg,320,240,0,2,104,314,212
2102.jpg,320,240,1,133,165,169,204
1814.jpg,320,240,0,45,104,182,204
1814.jpg,320,240,1,124,163,150,190
2085.jpg,320,240,0,42,105,319,212
2085.jpg,320,240,1,173,166,209,204
1802.jpg,320,240,0,47,104,183,205
1802.jpg,320,240,1,125,165,152,191
916.jpg,320,240,0,67,102,280,219
916.jpg,320,240,1,179,175,208,203
1058.jpg,320,240,0,48,92,279,222
1058.jpg,320,240,1,168,174,197,203
1597.jpg,320,240,0,49,103,186,202
1597.jpg,320,240,1,124,162,150,188
1609.jpg,320,240,0,40,104,177,207
1609.jpg,320,240,1,119,168,146,192
547.jpg,320,240,0,40,94,266,204
547.jpg,320,240,1,141,161,166,188
910.jpg,320,240,0,66,103,280,218
910.jpg,320,240,1,187,174,211,202
1987.jpg,320,240,0,9,103,303,204
1987.jpg,320,240,1,134,164,169,204
671.jpg,320,240,0,67,106,280,228
671.jpg,320,240,1,157,178,183,206
116.jpg,320,240,0,60,101,256,190
116.jpg,320,240,1,143,154,165,177
2203.jpg,320,240,0,27,102,293,193
2203.jpg,320,240,1,139,151,171,185
297.jpg,320,240,0,107,102,273,181
297.jpg,320,240,1,177,146,196,166
479.jpg,320,240,0,54,86,246,178
479.jpg,320,240,1,133,138,154,163
537.jpg,320,240,0,40,90,258,202
537.jpg,320,240,1,138,161,162,186
2131.jpg,320,240,0,0,105,251,213
2131.jpg,320,240,1,72,166,108,204
2243.jpg,320,240,0,4,101,261,193
2243.jpg,320,240,1,105,150,134,182
2608.jpg,320,240,0,45,59,319,164
2608.jpg,320,240,1,183,117,220,155
2623.jpg,320,240,0,0,58,312,167
2623.jpg,320,240,1,128,118,164,157
2716.jpg,320,240,0,19,101,288,195
2716.jpg,320,240,1,135,154,166,185
2288.jpg,320,240,0,0,97,210,197
2288.jpg,320,240,1,58,148,86,179
1160.jpg,320,240,0,60,101,268,196
1160.jpg,320,240,1,149,158,173,184
1748.jpg,320,240,0,40,104,153,193
1748.jpg,320,240,1,100,157,124,180
2173.jpg,320,240,0,0,104,296,208
2173.jpg,320,240,1,122,164,157,200
557.jpg,320,240,0,47,82,235,176
557.jpg,320,240,1,121,131,143,154
1951.jpg,320,240,0,91,101,213,195
1951.jpg,320,240,1,167,158,192,181
1052.jpg,320,240,0,48,94,279,220
1052.jpg,320,240,1,166,174,195,204
317.jpg,320,240,0,95,104,265,179
317.jpg,320,240,1,168,147,187,167
1425.jpg,320,240,0,73,101,279,207
1425.jpg,320,240,1,166,165,192,192
2082.jpg,320,240,0,39,101,269,178
2082.jpg,320,240,1,137,145,165,171
1703.jpg,320,240,0,96,102,233,190
1703.jpg,320,240,1,166,150,189,176
868.jpg,320,240,0,40,100,279,239
868.jpg,320,240,1,137,190,172,226
2708.jpg,320,240,0,48,102,315,193
2708.jpg,320,240,1,163,151,194,185
138.jpg,320,240,0,75,98,247,180
138.jpg,320,240,1,148,146,168,167
2122.jpg,320,240,0,0,104,277,212
2122.jpg,320,240,1,94,166,130,204
1714.jpg,320,240,0,48,103,185,191
1714.jpg,320,240,1,115,155,139,177
1197.jpg,320,240,0,40,102,279,215
1197.jpg,320,240,1,146,173,175,202
681.jpg,320,240,0,60,102,280,222
681.jpg,320,240,1,154,173,179,200
2249.jpg,320,240,0,2,101,261,194
2249.jpg,320,240,1,100,149,129,182
1413.jpg,320,240,0,64,101,279,206
1413.jpg,320,240,1,160,165,185,192
1919.jpg,320,240,0,76,102,198,196
1919.jpg,320,240,1,152,159,176,182
883.jpg,320,240,0,40,91,279,236
883.jpg,320,240,1,165,173,195,206
990.jpg,320,240,0,40,102,276,220
990.jpg,320,240,1,125,175,154,205
320.jpg,320,240,0,93,101,263,177
320.jpg,320,240,1,166,146,185,166
1728.jpg,320,240,0,40,104,127,193
1728.jpg,320,240,1,74,158,97,180
1640.jpg,320,240,0,40,103,179,211
1640.jpg,320,240,1,121,169,149,196
923.jpg,320,240,0,65,103,280,218
923.jpg,320,240,1,174,174,203,203
599.jpg,320,240,0,99,102,280,210
599.jpg,320,240,1,183,162,207,189
2378.jpg,320,240,0,88,103,319,195
2378.jpg,320,240,1,211,150,240,186
997.jpg,320,240,0,40,102,278,220
997.jpg,320,240,1,127,175,155,205
1135.jpg,320,240,0,50,102,269,202
1135.jpg,320,240,1,145,162,169,189
1847.jpg,320,240,0,56,104,182,192
1847.jpg,320,240,1,126,158,150,180
78.jpg,320,240,0,40,106,280,224
78.jpg,320,240,1,141,178,170,208
2227.jpg,320,240,0,17,103,278,192
2227.jpg,320,240,1,124,150,154,183
56.jpg,320,240,0,45,101,265,200
56.jpg,320,240,1,138,160,162,186
1271.jpg,320,240,0,45,102,279,214
1271.jpg,320,240,1,162,170,188,199
2700.jpg,320,240,0,40,102,304,193
2700.jpg,320,240,1,154,151,186,185
2041.jpg,320,240,0,30,104,319,213
2041.jpg,320,240,1,167,166,204,204
139.jpg,320,240,0,75,98,247,179
139.jpg,320,240,1,148,145,168,167
438.jpg,320,240,0,40,91,279,219
438.jpg,320,240,1,140,170,166,198
3.jpg,320,240,0,63,97,264,192
3.jpg,320,240,1,148,153,170,177
2069.jpg,320,240,0,82,104,319,213
2069.jpg,320,240,1,217,165,253,204
2221.jpg,320,240,0,29,103,293,192
2221.jpg,320,240,1,137,150,168,183
1692.jpg,320,240,0,89,102,223,190
1692.jpg,320,240,1,159,154,183,176
1265.jpg,320,240,0,41,99,279,214
1265.jpg,320,240,1,155,172,182,199
1875.jpg,320,240,0,59,102,178,186
1875.jpg,320,240,1,125,150,147,173
205.jpg,320,240,0,61,96,222,191
205.jpg,320,240,1,140,144,158,168
332.jpg,320,240,0,76,102,246,176
332.jpg,320,240,1,150,145,169,165
2365.jpg,320,240,0,87,103,319,195
2365.jpg,320,240,1,210,150,240,185
87.jpg,320,240,0,40,109,280,229
87.jpg,320,240,1,138,183,166,214
324.jpg,320,240,0,91,100,262,179
324.jpg,320,240,1,165,146,184,167
2579.jpg,320,240,0,18,45,313,148
2579.jpg,320,240,1,148,99,182,136
2110.jpg,320,240,0,0,104,301,212
2110.jpg,320,240,1,121,166,157,204
1833.jpg,320,240,0,51,104,181,198
1833.jpg,320,240,1,123,161,149,184
1963.jpg,320,240,0,74,102,204,196
1963.jpg,320,240,1,149,159,173,182
1008.jpg,320,240,0,40,100,279,220
1008.jpg,320,240,1,131,176,159,205
1220.jpg,320,240,0,40,101,278,215
1220.jpg,320,240,1,139,172,168,201
1658.jpg,320,240,0,53,103,186,198
1658.jpg,320,240,1,126,160,151,184
291.jpg,320,240,0,105,94,270,187
291.jpg,320,240,1,171,141,190,166
2195.jpg,320,240,0,19,102,293,195
2195.jpg,320,240,1,136,154,168,187
1920.jpg,320,240,0,77,102,200,195
1920.jpg,320,240,1,155,159,179,182
1092.jpg,320,240,0,82,94,280,221
1092.jpg,320,240,1,205,167,230,196
517.jpg,320,240,0,42,96,264,208
517.jpg,320,240,1,153,161,176,188
2090.jpg,320,240,0,28,105,319,212
2090.jpg,320,240,1,162,166,198,204
1955.jpg,320,240,0,85,102,209,195
1955.jpg,320,240,1,160,158,184,182
1120.jpg,320,240,0,61,102,279,208
1120.jpg,320,240,1,164,167,190,194
318.jpg,320,240,0,94,103,264,178
318.jpg,320,240,1,167,147,186,167
2510.jpg,320,240,0,30,102,270,182
2510.jpg,320,240,1,133,146,161,173
2486.jpg,320,240,0,44,99,276,180
2486.jpg,320,240,1,144,143,171,171
2544.jpg,320,240,0,25,42,292,137
2544.jpg,320,240,1,141,92,172,124
482.jpg,320,240,0,40,94,256,210
482.jpg,320,240,1,127,169,154,196
2200.jpg,320,240,0,26,102,293,193
2200.jpg,320,240,1,137,152,169,185
1697.jpg,320,240,0,103,103,238,190
1697.jpg,320,240,1,172,153,195,176
1507.jpg,320,240,0,71,101,257,185
1507.jpg,320,240,1,153,150,174,174
854.jpg,320,240,0,40,101,279,239
854.jpg,320,240,1,128,196,164,231
1683.jpg,320,240,0,67,104,200,191
1683.jpg,320,240,1,135,154,159,177
1828.jpg,320,240,0,50,104,182,200
1828.jpg,320,240,1,124,162,151,186
397.jpg,320,240,0,40,103,274,214
397.jpg,320,240,1,137,171,163,198
1710.jpg,320,240,0,59,102,196,190
1710.jpg,320,240,1,129,155,152,176
2030.jpg,320,240,0,12,104,319,213
